type,post_count,text_len_chars,text_len_words,n_urls,n_q,n_excl,n_nonascii_chars,frac_ascii_chars
INFP,35,5172,900,0,9,0,0,1.0
INFP,50,5870,972,0,15,18,1,0.9998296422487223
ISTP,50,7443,1246,2,9,2,1,0.9998656455730216
INTJ,50,4613,707,6,10,13,0,1.0
INFP,49,6205,1047,3,7,11,0,1.0
ENTP,50,6346,988,9,6,1,0,1.0
INFP,50,6106,951,3,6,12,1,0.9998362266622994
INFJ,50,7474,1244,14,15,6,0,1.0
ISTP,50,8245,1332,2,9,2,0,1.0
INTJ,50,4664,763,0,7,0,1,0.9997855917667239
INTJ,50,5840,974,0,21,7,0,1.0
INTJ,50,9185,1581,3,11,2,1,0.9998911268372346
ENTJ,50,9125,1597,1,8,5,0,1.0
INTP,50,6935,1153,4,3,2,0,1.0
ENFP,50,6827,1142,6,11,21,1,0.9998535227772082
INFP,48,7795,1392,0,12,15,1,0.9998717126363054
INFJ,70,8505,1483,3,5,12,1,0.9998824221046443
ENFP,50,8964,1600,0,7,3,0,1.0
INFJ,50,6966,1109,6,17,1,0,1.0
INTJ,50,6590,1086,2,6,0,0,1.0
ISTJ,50,7676,1317,0,7,1,0,1.0
ENFP,50,7305,1297,2,8,48,0,1.0
ENTJ,50,7343,1081,13,14,1,1,0.9998638158790685
INFJ,50,9441,1582,4,10,10,0,1.0
ENTP,50,4087,573,9,8,3,0,1.0
INFJ,50,7719,1302,0,9,9,0,1.0
ENFJ,50,8627,1560,0,8,20,0,1.0
INFJ,50,6422,926,1,4,1,0,1.0
INTP,50,7434,1293,0,5,5,0,1.0
INTP,50,7354,1264,0,2,9,0,1.0
ISFP,46,3702,529,11,11,48,0,1.0
ISFJ,50,8284,1483,0,5,9,0,1.0
INFJ,50,8405,1533,0,2,12,0,1.0
INFJ,50,9410,1660,0,4,9,0,1.0
INFP,50,1841,211,5,7,0,0,1.0
ENTP,50,8876,1484,0,6,6,0,1.0
INTP,50,4822,749,1,17,11,0,1.0
INFJ,50,8039,1408,0,19,3,2,0.9997512128374176
INTP,50,8063,1245,7,10,9,2,0.999751953367233
INFJ,47,7473,1294,1,10,0,0,1.0
INFP,50,7391,1130,10,25,8,0,1.0
INTJ,34,5575,925,0,6,4,0,1.0
INTP,50,7342,1265,0,4,1,0,1.0
INFP,50,7474,1420,0,2,18,0,1.0
INFP,40,7656,1411,0,6,1,0,1.0
INFJ,50,4214,558,12,24,11,0,1.0
INTP,50,7100,1133,9,14,8,0,1.0
INFP,50,8917,1427,10,7,2,1,0.9998878546596389
INFP,50,8170,1499,2,13,62,0,1.0
INTP,50,8976,1603,0,1,6,0,1.0
INFJ,50,8434,1496,0,11,3,0,1.0
INTJ,50,6750,1124,0,2,0,10,0.9985185185185185
ISTJ,50,7837,1340,0,14,5,1,0.9998724001531198
ENTJ,50,9021,1624,0,11,3,2,0.9997782950892362
ENFP,50,7747,1350,0,2,97,0,1.0
INTP,50,8898,1598,1,6,0,0,1.0
INTJ,50,8418,1456,0,0,5,3,0.9996436208125445
INFJ,48,8797,1515,2,4,11,0,1.0
ENTP,50,7337,1264,2,14,2,0,1.0
INTP,37,4521,763,2,11,2,0,1.0
INFJ,50,9885,1735,0,3,5,0,1.0
ISFP,50,6971,1098,3,14,3,0,1.0
INTP,36,4890,853,1,6,12,0,1.0
ENFP,50,8563,1526,0,12,46,0,1.0
ENTJ,50,4960,842,3,11,31,2,0.9995967741935484
ENTP,50,7732,1342,0,9,2,0,1.0
INFJ,50,4939,802,5,9,3,0,1.0
INFJ,50,8632,1561,0,4,15,0,1.0
INFP,50,7179,1112,11,13,4,0,1.0
INFP,50,6847,1152,0,8,5,0,1.0
INFJ,50,7003,1237,0,2,5,0,1.0
ESTP,50,5516,1033,0,6,0,2,0.9996374184191443
INFJ,50,8126,1437,3,17,23,0,1.0
ISTP,50,7060,1262,0,17,12,0,1.0
INFJ,50,8858,1554,0,11,0,0,1.0
INFP,50,8316,1375,0,3,14,6,0.9992784992784993
INTP,50,6057,1032,1,22,0,1,0.9998349017665511
INFJ,26,4532,759,2,7,1,2,0.999558693733451
ENTP,50,7078,1169,2,4,1,0,1.0
INFJ,50,8387,1525,2,8,12,0,1.0
INTP,41,6892,1167,5,10,3,0,1.0
INTJ,50,8258,1433,5,16,3,0,1.0
ENFP,50,8451,1521,0,11,17,0,1.0
INTJ,50,8101,1401,2,27,0,0,1.0
INTP,50,7733,1305,7,16,15,0,1.0
INTP,50,6868,1231,1,11,12,0,1.0
INTP,50,6375,959,8,24,0,1,0.9998431372549019
ENTP,50,8050,1284,4,9,4,0,1.0
ENFP,50,5449,960,0,10,6,0,1.0
INFP,50,5563,883,5,7,2,0,1.0
INFJ,35,4368,774,0,0,1,1,0.9997710622710623
INTP,50,7837,1332,3,11,2,0,1.0
INFJ,50,8748,1558,0,4,7,1,0.9998856881572931
ENFP,50,8948,1466,7,5,0,0,1.0
ENTJ,50,8566,1353,4,7,12,1,0.9998832593976185
INTJ,46,6581,1121,0,4,1,0,1.0
INFJ,39,4546,848,0,4,1,0,1.0
ENTJ,50,8146,1497,0,9,8,0,1.0
ENTJ,50,7399,1312,3,14,2,0,1.0
INFJ,50,6075,973,3,10,23,5,0.9991769547325103
ENFP,50,8144,1445,0,3,24,0,1.0
INTP,50,8627,1610,0,2,2,0,1.0
INFJ,50,7827,1293,5,19,6,0,1.0
INTJ,50,8328,1431,0,3,0,0,1.0
INFP,50,5240,823,11,16,0,102,0.9805343511450382
ENTJ,50,7632,1357,0,6,7,0,1.0
ISFP,50,8380,1395,3,16,20,9,0.9989260143198091
ISTJ,33,5152,876,0,12,0,0,1.0
ISTP,50,8319,1437,1,8,23,0,1.0
INFJ,50,6667,1132,2,7,2,0,1.0
INTP,50,6342,1138,0,5,5,0,1.0
INFP,50,7667,1203,9,10,1,3,0.9996087126646668
ESTP,50,8729,1522,0,14,8,0,1.0
INTJ,50,5875,941,6,13,2,0,1.0
ISTP,50,5009,827,4,8,1,0,1.0
INFJ,50,5254,826,5,7,1,2,0.9996193376475067
INFJ,50,7739,1311,2,6,23,0,1.0
INFJ,50,7945,1384,0,6,2,0,1.0
INFP,46,7332,1226,0,31,2,0,1.0
INFP,50,7359,1288,0,15,20,0,1.0
INTP,50,7192,1139,2,12,1,0,1.0
INFJ,50,8005,1418,0,5,5,0,1.0
INTP,50,7549,1347,1,4,0,0,1.0
INFP,50,7879,1339,6,4,0,0,1.0
INTJ,50,8077,1378,6,18,2,0,1.0
ISFJ,50,5355,865,1,12,3,0,1.0
INTP,50,7250,1121,4,7,0,2,0.9997241379310344
INFJ,50,8291,1396,2,8,9,1,0.9998793872874201
ENTJ,80,7987,1260,6,10,3,0,1.0
INFP,41,6917,1108,2,7,7,0,1.0
INTP,37,6612,1176,0,1,1,0,1.0
INFP,50,8348,1451,3,13,6,1,0.9998802108289411
ISTJ,50,6820,1176,1,5,7,0,1.0
INFP,50,7643,1278,1,6,0,0,1.0
INTJ,50,5522,897,2,11,1,0,1.0
ISTJ,50,4920,838,0,1,5,1,0.9997967479674796
ENTP,47,7150,1255,0,17,13,0,1.0
INFJ,50,7253,1232,3,7,4,0,1.0
ESTJ,50,8968,1580,0,13,6,0,1.0
ENTJ,50,7581,1335,0,67,0,0,1.0
ISTJ,44,6758,1080,5,16,4,0,1.0
INTP,50,6366,1026,2,8,26,0,1.0
ISTP,50,7063,1201,4,17,1,0,1.0
INFP,50,8066,1452,0,2,17,0,1.0
ENFP,50,9914,1728,0,9,12,0,1.0
ENFJ,50,8869,1597,0,8,1,0,1.0
INTP,50,8922,1567,0,6,1,0,1.0
INFJ,50,9006,1543,0,8,4,0,1.0
INTP,50,6838,1119,8,7,5,0,1.0
ISFJ,50,9924,1650,0,4,4,0,1.0
INFJ,50,8659,1526,0,11,64,1,0.9998845132232359
INFP,50,7627,1340,1,6,21,0,1.0
ENFJ,50,8722,1558,0,1,11,9,0.9989681265764733
ENTJ,27,3464,587,0,8,9,0,1.0
INTJ,50,8312,1397,2,7,5,0,1.0
ISFJ,50,5131,726,16,6,3,0,1.0
INTJ,50,7930,1276,6,21,1,0,1.0
INFP,23,4159,716,0,3,1,0,1.0
INFJ,50,6789,1098,3,7,0,0,1.0
ESTJ,50,6627,1066,5,10,7,0,1.0
INFP,50,9002,1509,5,6,0,0,1.0
INTP,50,7979,1372,1,8,6,0,1.0
INFJ,50,7896,1355,0,3,0,0,1.0
INTP,35,4683,705,2,6,1,0,1.0
ISTP,50,7987,1372,0,13,3,0,1.0
INFP,50,6785,1214,0,6,43,0,1.0
ENFP,50,7533,1280,0,9,21,0,1.0
INTJ,50,7491,1262,1,11,20,0,1.0
INTJ,50,5893,1003,0,10,4,0,1.0
ENFP,50,7906,1382,0,19,54,2,0.9997470275739945
INFP,50,6146,1043,1,9,1,0,1.0
INFJ,50,8236,1315,9,4,2,1,0.9998785818358427
ESTJ,50,9366,1771,0,9,7,0,1.0
INTP,50,8123,1334,3,8,1,0,1.0
INFP,50,10048,1849,0,0,4,0,1.0
ENFP,50,9753,1697,3,5,8,1,0.9998974674459141
ENTP,50,7848,1322,5,12,1,0,1.0
INFJ,50,8061,1343,6,8,7,0,1.0
ENTP,50,7757,1399,0,24,11,0,1.0
INFP,50,8781,1396,0,14,3,4,0.9995444710169684
INTP,50,8247,1385,3,8,1,2,0.9997574875712381
ISFJ,50,7227,1213,1,4,4,0,1.0
ENFP,50,6384,1174,0,8,24,1,0.9998433583959899
ENTP,46,6180,1102,4,8,14,2,0.9996763754045307
INFJ,32,4926,842,1,3,7,0,1.0
ENFP,50,7859,1389,1,6,23,0,1.0
INFJ,50,6946,1192,1,18,4,0,1.0
INFP,50,5718,956,2,5,6,3,0.9994753410283316
INFP,50,7427,1202,8,9,2,0,1.0
ENTP,50,7135,1213,4,9,4,0,1.0
INTP,50,7252,1186,6,8,2,0,1.0
INTJ,50,6204,1048,2,5,10,2,0.9996776273372018
INTJ,50,5960,1022,0,10,11,0,1.0
ENFP,50,8899,1398,15,6,0,0,1.0
INTJ,50,7118,1147,4,15,19,0,1.0
INFP,50,7920,1240,3,11,6,0,1.0
INFP,34,3764,586,7,12,0,0,1.0
INTP,50,7526,1316,0,9,2,0,1.0
INTP,50,8357,1376,4,8,0,1,0.999880339834869
INFP,50,8985,1591,1,6,7,0,1.0
ENFP,50,6999,1254,3,8,28,0,1.0
INFP,50,8309,1449,0,7,16,0,1.0
INFJ,52,7897,1415,0,6,0,0,1.0
INFP,50,8770,1615,1,10,11,0,1.0
INTJ,50,8654,1555,0,15,17,0,1.0
INTP,50,5855,957,1,15,6,0,1.0
ENFP,50,7074,1179,4,12,14,0,1.0
INFJ,50,5312,863,2,13,12,0,1.0
INTP,50,7388,1247,1,15,0,0,1.0
ISTP,50,5902,1042,0,7,12,0,1.0
INFP,50,7710,1347,1,8,2,1,0.9998702983138781
INFP,50,6545,1054,10,27,13,0,1.0
ISFJ,50,6726,1120,9,18,32,0,1.0
ENFP,50,9065,1574,0,15,97,9,0.9990071704357418
INTJ,50,6688,1168,0,11,1,0,1.0
INFJ,50,6458,1013,13,24,16,0,1.0
INTJ,50,5101,871,0,6,4,0,1.0
INFJ,50,7924,1315,5,10,12,0,1.0
INFP,50,5959,993,3,11,2,0,1.0
INTP,50,7677,1347,1,5,17,2,0.9997394815683209
INTJ,50,9202,1541,2,10,8,0,1.0
ENTP,50,7441,1204,11,18,15,0,1.0
INFJ,50,8222,1374,0,17,1,0,1.0
ENFP,50,6822,1160,1,13,7,0,1.0
ISFP,50,7621,1355,0,19,12,0,1.0
ISFP,50,6156,1088,0,15,3,0,1.0
INTJ,50,7029,1163,0,14,23,0,1.0
INTP,50,9566,1552,0,14,2,0,1.0
INFP,50,9332,1645,0,1,12,2,0.9997856836690956
ENTJ,50,6747,1135,1,14,1,0,1.0
INFJ,35,5836,929,4,7,0,0,1.0
INTJ,44,5144,808,4,6,0,0,1.0
ISTJ,50,5800,1054,1,13,3,0,1.0
INFP,50,7814,1271,7,13,15,0,1.0
ENFP,47,8299,1430,1,12,0,0,1.0
INFJ,50,8377,1485,4,10,37,0,1.0
ENFP,50,4748,825,0,4,4,0,1.0
ENFP,50,8647,1559,0,5,14,1,0.999884352954782
INFP,50,7833,1383,1,6,24,0,1.0
INTP,50,7061,1277,0,18,11,0,1.0
ENTJ,50,5711,758,16,28,21,0,1.0
ENTP,50,6765,1201,0,18,0,0,1.0
ENFP,50,6322,1105,2,6,4,0,1.0
ISFP,50,4413,693,6,8,6,0,1.0
INFP,25,1972,314,0,3,0,0,1.0
ENTJ,50,6073,975,4,11,14,0,1.0
INFP,50,6573,1083,8,27,5,1,0.9998478624676708
INTJ,50,8000,1322,0,9,11,0,1.0
INFJ,50,7286,1238,1,14,1,6,0.9991765028822399
INFJ,50,8326,1429,1,3,0,1,0.9998798943069902
INTJ,50,7947,1411,0,10,7,0,1.0
ENFP,50,7251,1218,5,5,30,0,1.0
INTJ,50,6950,1068,5,3,1,0,1.0
INFP,50,5231,911,2,5,2,2,0.9996176639265915
INFP,50,7947,1339,0,18,0,0,1.0
INFJ,50,9438,1634,0,9,13,0,1.0
INFP,50,8215,1322,10,11,1,0,1.0
ISFP,50,8408,1499,0,10,4,0,1.0
INTP,50,7682,1302,0,12,0,0,1.0
INFP,50,7897,1358,1,5,0,0,1.0
INTJ,50,8721,1517,0,0,2,0,1.0
ISTJ,50,7809,1332,10,31,6,0,1.0
INFJ,50,9493,1572,0,7,3,0,1.0
ENTP,50,4936,637,12,18,10,0,1.0
ENFP,50,7176,1153,6,26,8,0,1.0
ENTJ,38,6495,1135,0,5,6,0,1.0
INFP,50,7984,1296,10,10,7,5,0.99937374749499
INTP,50,9056,1587,0,14,1,0,1.0
INFP,50,9094,1686,0,10,8,0,1.0
INFJ,50,8829,1517,1,6,0,4,0.9995469475591799
INFJ,50,9040,1591,0,3,8,2,0.9997787610619469
INFP,50,7408,1292,2,6,0,0,1.0
INFP,50,9622,1676,0,3,3,0,1.0
INTP,32,3065,347,20,22,0,3,0.9990212071778141
ENFP,50,6970,1137,1,12,10,0,1.0
INTP,44,5898,1019,0,15,2,0,1.0
INFP,50,9385,1760,3,5,0,0,1.0
INFP,50,7354,1334,0,12,6,0,1.0
INFP,50,8183,1411,2,6,14,0,1.0
INFJ,50,4064,698,1,12,19,0,1.0
INTJ,50,6823,1179,0,14,3,1,0.9998534369045874
INFJ,50,8897,1602,2,2,2,0,1.0
ISFP,28,4866,879,0,3,9,0,1.0
INFJ,50,7583,1155,10,15,12,0,1.0
INFP,50,8207,1416,1,5,4,0,1.0
INTP,50,6900,1110,5,12,3,1,0.9998550724637681
INTP,22,3883,677,0,12,13,0,1.0
INFP,50,8374,1352,11,22,2,2,0.9997611655123
INTJ,50,8460,1456,0,10,6,0,1.0
INFJ,50,9259,1564,1,10,8,2,0.9997839939518306
INTP,50,9299,1494,3,45,1,0,1.0
ENFJ,57,6306,981,6,13,11,1,0.9998414208690136
INTJ,50,7291,1244,0,11,2,0,1.0
INFJ,50,8050,1425,0,9,15,0,1.0
INTJ,50,7147,1125,11,19,1,0,1.0
INTP,44,4945,632,15,19,11,0,1.0
INFJ,50,9257,1536,1,14,8,0,1.0
INTJ,41,4540,768,1,19,1,0,1.0
INFP,50,8486,1486,2,5,13,0,1.0
ESFJ,50,9495,1619,0,11,4,0,1.0
INTJ,50,6480,1115,0,11,4,0,1.0
ENFJ,50,7149,1270,3,7,17,0,1.0
ENFP,23,3477,585,1,2,13,0,1.0
INFJ,50,7689,1318,1,6,8,0,1.0
ENTP,50,6605,1092,6,22,5,0,1.0
INTJ,50,5185,868,3,23,11,0,1.0
INTP,50,4715,655,8,11,4,30,0.9936373276776246
INFJ,50,7799,1271,5,5,2,0,1.0
ISTP,50,8677,1525,0,4,8,0,1.0
INTJ,50,7489,1332,0,9,11,0,1.0
INFP,50,9512,1653,0,11,5,0,1.0
INFP,50,6343,1058,0,14,19,0,1.0
INTP,50,8295,1286,9,16,9,0,1.0
INFJ,50,8616,1341,12,13,9,2,0.9997678737233054
INTP,50,7958,1393,0,7,24,0,1.0
INFJ,50,8921,1508,0,15,18,0,1.0
ISFJ,44,5122,856,8,20,0,2,0.9996095275283092
INFJ,50,6860,1101,3,12,8,1,0.9998542274052478
INTJ,50,6802,886,15,20,2,0,1.0
INTP,50,5842,931,5,18,4,0,1.0
INTJ,29,1777,275,1,0,0,0,1.0
INFP,50,7290,1230,2,7,17,1,0.9998628257887517
INTP,50,9460,1528,8,37,4,1,0.9998942917547569
INTP,50,7321,1258,5,14,2,5,0.9993170331921869
INFJ,50,8188,1414,0,2,3,0,1.0
INFJ,50,8704,1519,1,3,15,0,1.0
INFJ,50,6901,1174,0,8,18,0,1.0
INTP,50,8899,1519,1,8,0,0,1.0
INTP,50,8536,1445,3,12,5,2,0.9997656982193065
INFJ,50,8944,1554,5,18,10,0,1.0
INFJ,50,7689,1326,0,1,0,0,1.0
INTP,50,4289,689,4,8,17,0,1.0
ISFP,50,9242,1585,2,9,1,0,1.0
INTP,50,8314,1396,4,8,1,1,0.99987972095261
INFP,50,5839,973,3,16,21,7,0.9988011645829765
ENFP,50,4090,472,10,24,91,0,1.0
INFP,50,8524,1479,4,19,27,0,1.0
INFJ,50,7116,1149,1,7,10,0,1.0
INFJ,50,9363,1745,1,4,0,0,1.0
ENTJ,50,6670,1013,8,25,0,0,1.0
INFJ,50,7712,1380,0,7,4,0,1.0
INTP,44,5917,982,2,7,7,0,1.0
ENFP,50,7450,1309,1,5,23,1,0.9998657718120806
ENFP,47,7453,1305,1,7,6,0,1.0
INTJ,50,8928,1502,1,20,1,0,1.0
INTJ,50,5688,968,0,16,15,0,1.0
INTJ,50,5878,956,4,7,6,0,1.0
INFP,50,7742,1263,9,20,4,0,1.0
INFP,50,8016,1451,0,3,11,0,1.0
INFJ,39,5831,1010,1,8,7,0,1.0
INTP,50,5444,908,1,3,3,0,1.0
ISTJ,50,9724,1706,0,6,0,0,1.0
INFJ,48,7653,1372,2,4,0,1,0.9998693322879917
ENFP,48,7965,1417,0,30,16,0,1.0
INFJ,50,9107,1577,4,8,1,0,1.0
INFP,50,2922,378,10,11,8,0,1.0
ENFP,50,8611,1445,0,2,11,0,1.0
ISFP,50,7319,1208,3,10,1,2,0.9997267386254953
ENFJ,50,6325,1089,1,24,10,0,1.0
INFP,50,9834,1760,0,3,6,0,1.0
ENTP,50,8513,1371,3,11,0,2,0.9997650651944086
ISTP,50,7122,1155,16,17,0,0,1.0
INFJ,50,8127,1473,0,7,3,0,1.0
INFJ,50,8724,1533,3,4,1,7,0.9991976157725814
INFJ,47,4656,744,3,9,3,2,0.9995704467353952
INFJ,50,6633,1170,0,5,6,4,0.9993969546208352
INFP,50,4037,465,21,21,0,0,1.0
INFJ,50,7486,1181,13,27,3,6,0.999198503873898
INTP,50,7167,1210,0,48,4,0,1.0
ENTP,50,8771,1431,5,12,9,0,1.0
INTJ,50,8325,1437,0,8,0,0,1.0
INTJ,50,7195,1189,2,4,0,6,0.9991660875608062
ENFP,50,8289,1422,1,19,49,0,1.0
INTP,50,5779,938,6,18,6,0,1.0
INTJ,50,5436,901,1,7,10,0,1.0
INFP,50,7875,1335,2,6,1,0,1.0
INTP,50,8349,1400,0,6,0,0,1.0
INFJ,50,5696,897,10,12,17,0,1.0
INFP,50,4987,829,6,10,5,4,0.9991979145779025
ENTP,50,5589,932,1,20,3,0,1.0
INTJ,50,8976,1584,1,6,4,0,1.0
ENTP,50,7886,1358,0,18,4,0,1.0
INFP,68,7659,1085,17,18,8,0,1.0
INFP,50,8947,1501,8,13,4,1,0.9998882306918521
INTP,50,6443,1021,5,8,0,0,1.0
ENTP,48,8264,1416,0,7,7,5,0.9993949661181026
ENTP,50,9314,1605,0,11,4,0,1.0
INFP,50,6756,1112,1,8,6,9,0.9986678507992895
INTJ,50,7019,1102,6,10,0,0,1.0
INFJ,50,6639,1175,0,54,0,0,1.0
INFP,50,7612,1370,0,10,14,0,1.0
INFJ,50,7875,1292,8,15,1,3,0.9996190476190476
ISTP,50,5709,951,1,12,2,0,1.0
INFJ,50,4010,657,0,21,8,2,0.9995012468827931
INFJ,50,6423,882,18,12,5,3,0.9995329285380663
INTP,50,8646,1532,2,2,2,0,1.0
INTP,50,5427,877,6,6,2,0,1.0
ISTP,50,6622,1159,0,9,2,0,1.0
ISTJ,47,9107,1651,0,11,2,2,0.9997803887119798
ENFP,45,8007,1459,0,11,4,4,0.9995004371175221
INTJ,50,7349,1335,0,6,3,0,1.0
INFJ,50,9221,1621,0,8,7,0,1.0
ENFP,50,9137,1640,0,7,4,0,1.0
ENTP,24,2790,463,0,7,0,0,1.0
INFP,50,7462,1209,7,8,22,0,1.0
INTJ,50,8266,1436,1,16,4,0,1.0
INFJ,50,6891,1176,3,13,14,0,1.0
INTJ,50,5140,873,9,5,0,0,1.0
INTJ,43,8430,1456,0,4,25,0,1.0
ENFP,50,7375,1294,2,2,5,0,1.0
INFJ,50,7250,1297,1,18,13,2,0.9997241379310344
INTJ,50,7208,1142,7,10,8,2,0.9997225305216426
ENFP,50,7379,1305,1,22,21,0,1.0
INTP,50,6839,1184,1,16,7,0,1.0
INFP,50,8923,1616,0,6,7,0,1.0
INFP,50,7124,1258,7,18,12,0,1.0
ENFJ,50,6448,999,2,16,32,0,1.0
INFP,50,9405,1699,0,10,26,0,1.0
INFP,50,8313,1344,5,11,11,0,1.0
INTP,43,7354,1261,0,4,2,0,1.0
INTP,50,7280,1281,0,9,0,0,1.0
ENTJ,50,9186,1671,0,2,32,0,1.0
INTP,50,8205,1458,0,13,1,0,1.0
ISFJ,50,6206,1060,1,16,29,0,1.0
INTJ,46,4875,854,0,0,0,0,1.0
ENFJ,50,6784,1224,1,25,2,0,1.0
INFP,50,7439,1328,1,6,8,0,1.0
INFJ,50,7366,1315,0,13,5,0,1.0
INTP,50,9023,1524,3,8,0,0,1.0
INTP,50,5333,695,15,25,0,1,0.9998124882805175
INFP,50,6948,1174,0,19,20,4,0.9994242947610823
INTP,50,7526,1175,14,19,3,0,1.0
INFJ,50,6622,1103,5,8,19,0,1.0
INTJ,42,7058,1247,1,8,4,0,1.0
INFJ,50,8407,1487,0,28,7,1,0.9998810515046984
INFJ,50,8667,1455,0,1,1,1,0.9998846198223146
ENTP,50,5815,941,4,21,4,0,1.0
INTP,50,7709,1335,2,9,15,0,1.0
ENFP,50,8021,1402,1,14,9,0,1.0
ENTJ,50,7527,1168,8,19,6,0,1.0
ENFP,50,8514,1448,3,12,13,0,1.0
INFP,50,8921,1618,0,2,7,0,1.0
ISFP,47,7236,1243,0,13,6,0,1.0
ENFJ,47,8439,1494,0,2,9,0,1.0
INTJ,50,9487,1650,1,8,6,0,1.0
ENFP,50,6439,1092,2,15,7,0,1.0
INFP,50,6511,1139,0,12,21,0,1.0
INFJ,50,8807,1495,4,13,12,0,1.0
INFP,50,9078,1542,0,12,8,0,1.0
INTJ,50,5760,661,30,39,1,0,1.0
ISTJ,50,8585,1444,2,11,10,0,1.0
ENFP,50,6939,1242,1,9,6,0,1.0
INFJ,50,8364,1463,1,16,3,0,1.0
ENTP,50,4953,862,1,18,22,0,1.0
INTP,50,8067,1389,3,14,2,0,1.0
INTJ,50,8482,1450,0,13,10,0,1.0
ESTP,50,5302,898,2,17,3,4,0.999245567710298
ENTP,36,6001,1024,3,7,3,1,0.9998333611064822
ISTJ,50,8740,1666,0,6,29,0,1.0
INFJ,50,6286,1110,0,1,15,0,1.0
INTP,50,8492,1451,1,13,0,5,0.9994112105511069
INTP,50,4527,717,1,8,31,0,1.0
INTP,50,9315,1584,3,14,1,0,1.0
ENTP,50,5776,976,1,6,2,1,0.9998268698060941
ISTP,19,1899,313,1,2,0,0,1.0
INFJ,50,8221,1406,1,6,7,0,1.0
INTP,50,8108,1413,0,7,2,0,1.0
ISTP,50,9310,1696,0,10,1,0,1.0
ISTP,50,6971,1253,0,10,6,0,1.0
ISTP,50,7384,1262,1,5,2,0,1.0
ISTP,50,5881,1044,2,9,2,0,1.0
INFJ,50,7281,1265,7,21,1,0,1.0
INTJ,50,8344,1416,0,13,1,0,1.0
ENTJ,50,8290,1455,0,0,4,0,1.0
INTP,50,8389,1406,0,10,3,1,0.9998807962808439
INTP,50,8472,1439,1,22,20,0,1.0
ENTP,50,6758,1098,2,6,2,0,1.0
ISTP,50,6024,913,7,23,8,0,1.0
ENTP,50,5467,942,0,5,9,0,1.0
INFJ,50,6370,1123,0,2,5,0,1.0
INFP,50,4094,655,0,13,6,2,0.9995114802149487
INFJ,50,5124,867,0,22,70,0,1.0
ENFP,50,7704,1270,2,19,1,0,1.0
ENFP,50,9696,1754,0,12,14,0,1.0
INFP,50,7918,1310,6,7,13,2,0.9997474109623642
ENTP,50,6687,1162,0,4,2,1,0.9998504561088679
INFJ,50,8781,1493,3,14,18,0,1.0
INFP,50,5626,934,1,8,8,0,1.0
ENFP,47,7965,1378,0,7,16,9,0.9988700564971752
ENTP,50,8452,1512,0,11,2,0,1.0
INFJ,50,8933,1580,2,15,12,3,0.9996641665733796
INFP,50,8653,1448,7,11,18,0,1.0
INFJ,50,7023,1209,2,8,0,0,1.0
ISTP,37,5701,1016,0,12,0,0,1.0
INTP,50,7514,1267,0,5,0,0,1.0
ISTP,50,7595,1312,0,8,8,0,1.0
INFP,50,6173,938,15,19,0,0,1.0
INFJ,50,8585,1416,0,2,0,0,1.0
INFJ,50,5927,919,7,11,4,0,1.0
INFP,50,7415,1296,2,8,20,1,0.9998651382333108
INFP,72,9128,1516,0,6,24,0,1.0
INFP,50,9335,1612,0,9,11,4,0.9995715050883771
INFP,50,8193,1443,1,15,5,0,1.0
INFP,50,8833,1527,0,5,22,0,1.0
INFP,50,5839,818,21,26,4,0,1.0
INFP,50,7702,1371,1,4,7,2,0.9997403271877434
ESTP,50,5922,994,2,12,9,0,1.0
INFJ,50,7604,1265,2,15,14,0,1.0
INFP,47,8639,1525,4,10,15,0,1.0
ENTP,50,4426,753,2,8,6,0,1.0
ENFP,50,8054,1242,5,8,10,0,1.0
INFP,50,7640,1347,2,3,0,0,1.0
ISTJ,50,6586,1142,1,17,1,0,1.0
ENTP,49,5238,943,0,8,3,0,1.0
INFP,50,8010,1399,0,7,11,0,1.0
INFP,50,7693,1352,0,15,9,0,1.0
INFP,50,7069,1106,21,8,18,0,1.0
INTJ,50,7794,1158,8,14,0,0,1.0
INTJ,50,9437,1666,2,7,11,0,1.0
INTP,50,4796,814,1,6,0,0,1.0
ISFP,50,8367,1456,1,11,4,0,1.0
INTP,50,6665,1045,6,8,12,3,0.999549887471868
INTP,50,7247,1210,8,24,3,3,0.9995860356009383
INTP,50,8656,1412,0,14,0,0,1.0
INFJ,50,9135,1543,4,6,4,1,0.9998905309250137
INFP,50,6889,1126,6,10,3,0,1.0
INTJ,50,6130,1016,3,17,6,1,0.999836867862969
ESTJ,50,7689,1365,0,1,5,0,1.0
INFJ,50,8350,1435,0,16,8,0,1.0
ENTP,50,6777,1159,1,2,4,0,1.0
INFJ,50,8915,1573,2,9,10,10,0.9988782950084127
INFP,42,5424,835,6,5,4,0,1.0
INTJ,50,7607,1369,0,14,8,0,1.0
INFJ,50,6132,845,14,6,0,1,0.9998369210697978
INFP,50,7612,1289,1,7,12,2,0.9997372569626904
INFP,50,6681,1122,1,3,55,87,0.9869779973057925
ENFP,50,9649,1729,0,2,2,1,0.9998963623173386
INFJ,50,6255,1047,2,15,5,0,1.0
INTP,50,7604,1289,0,6,6,0,1.0
ISFP,50,8203,1455,0,3,20,1,0.9998780933804705
INFP,50,7302,1248,0,9,7,0,1.0
ISTJ,50,7200,1247,1,15,6,0,1.0
ISTP,50,6987,1071,17,25,3,2,0.9997137541147846
